TrackName,TrackPopularity,TrackAlbumReleaseDate,PlaylistGenre,PlaylistSubGenre,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
Inbetween Days,62,26/8/1985,rock,permanent wave,0.546,0.836,9,-6.321,1,0.0317,0.107,0.583,0.166,0.735,142.605,177987
Pictures Of You - Remastered,60,2/5/1989,rock,permanent wave,0.476,0.764,9,-6.454,1,0.032,0.00325,0.112,0.138,0.546,171.903,448307
Strangelove - 7" Version,52,23/9/1998,rock,permanent wave,0.565,0.96,4,-3.503,0,0.0354,0.0441,0.00183,0.352,0.888,118.999,227413
But Not Tonight,44,17/3/1986,rock,permanent wave,0.715,0.516,2,-15.051,1,0.0307,0.741,0.0171,0.168,0.745,132.304,254840
Echo Beach,56,1980,rock,permanent wave,0.54,0.746,7,-9.412,1,0.045,0.13,8.73e-06,0.0976,0.826,163.809,219867
Electricity - 2003 Digital Remaster,55,22/2/1980,rock,permanent wave,0.47,0.909,9,-5.215,0,0.0339,0.00732,0.304,0.314,0.534,161.647,219067
Reel Around the Fountain - 2011 Remaster,51,1984,rock,permanent wave,0.67,0.571,9,-9.976,1,0.0255,0.00507,7.23e-05,0.124,0.899,109.905,359227
Stay,0,1/1/1991,rock,permanent wave,0.581,0.525,5,-11.357,1,0.029,0.314,2.97e-05,0.131,0.652,119.09,215933
The More You Live, The More You Love,38,1981,rock,permanent wave,0.612,0.845,11,-5.565,0,0.0352,0.00224,0.00168,0.582,0.769,139.514,249107
Eyes Without A Face,67,1/11/1983,rock,permanent wave,0.391,0.815,9,-6.197,1,0.0518,0.0177,0.00226,0.276,0.647,84.383,299240
China Girl - 1999 Remaster,22,14/4/1983,rock,permanent wave,0.626,0.642,4,-9.838,0,0.0264,0.00961,0.081,0.156,0.817,133.947,333267
Saigon - 2002 Digital Remaster,16,1980,rock,permanent wave,0.539,0.569,2,-13.207,1,0.0324,0.033,0.227,0.0353,0.808,148.691,264933
Are 'Friends' Electric?,50,22/6/1979,rock,permanent wave,0.423,0.743,5,-9.797,1,0.0379,0.0304,0.161,0.204,0.417,93.897,325200
I Wanna Be Adored - Remastered,64,2/5/1989,rock,permanent wave,0.492,0.862,4,-9.158,0,0.0273,0.0121,0.213,0.228,0.591,112.598,292800
So In Love,53,17/6/1985,rock,permanent wave,0.599,0.805,5,-7.07,1,0.0277,0.0863,0.0013,0.566,0.962,120.049,209360
Girlfriend in a Coma - 2011 Remaster,56,1987,rock,permanent wave,0.68,0.626,7,-8.519,1,0.0255,0.126,1.3e-06,0.0995,0.96,104.333,122760
Well I Wonder - 2011 Remaster,54,1985,rock,permanent wave,0.643,0.59,11,-10.843,0,0.0284,0.0806,0.00578,0.174,0.818,126.651,239427
Never Had No One Ever - 2011 Remaster,48,1986,rock,permanent wave,0.27,0.535,9,-8.673,0,0.0329,0.0679,0.00225,0.143,0.336,194.625,218373
Wonderful Woman - 2008 Remaster,32,11/11/2008,rock,permanent wave,0.503,0.852,11,-6.331,0,0.0346,0.00825,0.0109,0.0915,0.538,108.378,190107
(Feels Like) Heaven,45,1984,rock,permanent wave,0.542,0.82,3,-10.982,1,0.0512,0.198,0.00172,0.0497,0.762,116.666,214047
If You Leave - From "Pretty In Pink",59,1/1/2009,rock,permanent wave,0.635,0.684,0,-11.687,1,0.0329,0.088,0.156,0.0755,0.892,120.269,268547
Blue Monday '88 - 2015 Remaster,52,6/12/2005,rock,permanent wave,0.701,0.878,7,-7.911,1,0.035,2.79e-05,0.522,0.0608,0.875,130.512,251973
She's In Parties,41,1/5/1986,rock,permanent wave,0.348,0.76,10,-13.643,0,0.121,0.000519,6.28e-05,0.111,0.384,132.075,231067
April Skies,51,31/8/1987,rock,permanent wave,0.545,0.717,3,-6.869,1,0.036,0.00417,0.406,0.136,0.589,118.515,239621
Eighties - 2007 Digital Remaster,52,4/2/1985,rock,permanent wave,0.393,0.964,3,-8.838,1,0.144,0.000735,0.0196,0.34,0.352,151.898,239280
The Promise,63,1/1/1988,rock,permanent wave,0.629,0.876,0,-10.141,1,0.0444,0.0864,7.72e-05,0.0431,0.358,118.01,220960
To Cut a Long Story Short - 2010 Remaster,30,1981,rock,permanent wave,0.577,0.893,2,-5.113,1,0.087,0.147,0.802,0.0864,0.86,142.424,199693
Bringing Home the Ashes,30,1988,rock,permanent wave,0.575,0.748,0,-10.632,1,0.0292,0.00114,0.0764,0.182,0.835,129.42,229973
Modern Love Is Automatic,22,30/4/1982,rock,permanent wave,0.367,0.609,7,-13.071,1,0.0574,0.0978,0.963,0.554,0.298,162.656,229307
Lucretia My Reflection - Vinyl Version,50,1987,rock,permanent wave,0.601,0.768,9,-8.718,1,0.0329,0.0785,0.712,0.0771,0.887,130.342,295250
Play for Today - Remastered Version,43,18/4/1980,rock,permanent wave,0.676,0.839,11,-8.775,0,0.0752,0.0364,0.0164,0.1,0.855,80.417,220640
Moving in Stereo,56,6/6/1978,rock,permanent wave,0.718,0.543,4,-11.238,1,0.0372,0.0606,0.0988,0.0646,0.37,115.522,286107
Happy When It Rains,47,31/8/1987,rock,permanent wave,0.499,0.84,10,-6.642,1,0.0346,0.000564,0.171,0.238,0.732,125.319,217313
Enjoy The Silence - 2006 Remastered Version,50,19/3/1990,rock,permanent wave,0.381,0.589,0,-11.967,0,0.032,0.347,0.0152,0.127,0.225,112.969,372813
Barbarism Begins at Home - 2011 Remaster,52,1985,rock,permanent wave,0.533,0.793,9,-5.953,1,0.0374,0.0277,0.0429,0.327,0.91,127.397,413427
The Headmaster Ritual - 2011 Remaster,53,1985,rock,permanent wave,0.388,0.955,9,-6.184,1,0.0411,0.00201,0.0366,0.146,0.693,150.352,295440
Shake It Up,48,6/11/1981,rock,permanent wave,0.692,0.74,0,-7.466,1,0.0329,0.0723,8.83e-05,0.136,0.864,147.274,215440
Promised Land,38,1/1/1983,rock,permanent wave,0.243,0.808,9,-11.592,1,0.0592,1.31e-05,0.0706,0.0981,0.225,169.361,291573
The Killing Moon,63,11/11/1985,rock,permanent wave,0.522,0.85,7,-4.769,1,0.0361,0.132,0.0338,0.295,0.71,124.216,346280
Under the Milky Way,59,16/2/1988,rock,permanent wave,0.578,0.583,9,-13.416,0,0.0269,0.0548,0.199,0.125,0.519,135.986,297600
Come As You Are,35,26/9/1991,rock,permanent wave,0.5,0.824,4,-5.846,0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,218920
Say It Ain't So,5,10/5/1994,rock,permanent wave,0.634,0.551,3,-7.136,1,0.0352,0.00737,1.82e-05,0.07,0.453,151.779,258827
My Hero,69,20/5/1997,rock,permanent wave,0.374,0.927,4,-4.212,1,0.0652,6.2e-05,0.000177,0.0575,0.301,154.047,260027
Monkey Wrench,68,20/5/1997,rock,permanent wave,0.399,0.953,4,-4.276,1,0.0752,1.83e-05,2.53e-05,0.149,0.555,174.216,231480
Learn to Fly,73,2/11/1999,rock,permanent wave,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,235293
All The Small Things,21,1/1/1999,rock,permanent wave,0.439,0.891,0,-4.764,1,0.057,0.0122,0,0.547,0.695,148.599,168000
Self Esteem,67,8/4/1994,rock,permanent wave,0.488,0.862,0,-7.595,1,0.0476,0.0204,0,0.359,0.706,104.56,257827
Drain You,58,26/9/1991,rock,permanent wave,0.325,0.929,11,-5.625,0,0.0695,0.000129,2.22e-06,0.184,0.198,133.358,223880
What's My Age Again?,20,1/1/1999,rock,permanent wave,0.403,0.956,6,-7.376,1,0.0732,0.017,7.09e-05,0.0893,0.561,157.706,148573
1979 - Remastered 2012,15,12/12/1995,rock,permanent wave,0.765,0.788,3,-9.896,1,0.0332,0.0166,0.588,0.0513,0.964,126.879,266200
Tonight, Tonight - Remastered 2012,11,12/12/1995,rock,permanent wave,0.287,0.67,6,-9.381,1,0.0368,6.28e-05,0.748,0.237,0.222,148.928,254627
Lake Of Fire,65,1/1/1994,rock,permanent wave,0.541,0.618,1,-9.652,0,0.179,0.277,4.02e-05,0.413,0.68,145.464,175973
Lightning Crashes,49,1/1/2004,rock,permanent wave,0.397,0.431,11,-9.258,1,0.0487,0.271,2.81e-06,0.118,0.463,94.103,324733
American Music,0,26/4/1991,rock,permanent wave,0.552,0.565,0,-11.78,1,0.0354,0.0785,1.37e-05,0.146,0.755,133.535,229973
Blister In The Sun,9,1982,rock,permanent wave,0.725,0.558,0,-8.557,1,0.125,0.318,0,0.0976,0.88,96.969,144947
Out The Window,0,26/4/1991,rock,permanent wave,0.682,0.47,7,-12.483,1,0.0361,0.123,0,0.115,0.898,95.988,171067
Give It Away,73,24/9/1991,rock,permanent wave,0.666,0.936,7,-9.919,1,0.0476,0.00244,0.086,0.153,0.776,91.577,282907
Today - Remastered,4,1993,rock,permanent wave,0.456,0.826,8,-7.611,1,0.0268,3.35e-05,0.57,0.0548,0.415,82.539,201173
With Or Without You - Remastered,24,10/3/1987,rock,permanent wave,0.538,0.432,2,-11.882,1,0.0295,0.000185,0.309,0.139,0.116,110.181,295520
Shadow of the Day,50,14/5/2007,rock,permanent wave,0.534,0.393,11,-7.813,1,0.0292,0.00479,0.0107,0.107,0.0641,110.007,290360
Welcome to the Black Parade,78,23/10/2006,rock,permanent wave,0.217,0.905,2,-4.103,1,0.0752,0.000289,0.00011,0.222,0.236,96.95,311107
Teenagers,77,23/10/2006,rock,permanent wave,0.463,0.857,4,-3.063,1,0.0632,0.0506,0,0.184,0.856,111.647,161920
The Middle,13,2001,rock,permanent wave,0.634,0.886,2,-3.466,1,0.0517,0.0291,0,0.342,0.922,161.933,168253
I Hate Everything About You,72,25/12/2007,rock,permanent wave,0.498,0.83,6,-5.157,0,0.0421,0.00461,0,0.139,0.453,89.342,231480
Livin' On A Prayer,16,1/1/1986,rock,permanent wave,0.559,0.687,0,-10.912,1,0.0311,0.0591,3.59e-05,0.0896,0.854,122.666,250307
Wanted Dead Or Alive,8,1/1/1986,rock,permanent wave,0.279,0.54,7,-11.46,1,0.0328,0.0618,0.0488,0.307,0.24,149.319,308267
It's My Life,14,13/6/2000,rock,permanent wave,0.551,0.913,0,-4.063,0,0.0466,0.0263,1.35e-05,0.347,0.544,119.992,224493
You Give Love A Bad Name,15,1/1/1986,rock,permanent wave,0.559,0.825,0,-10.725,0,0.0401,0.0771,0,0.363,0.805,122.821,223733
Have A Nice Day,2,20/9/2005,rock,permanent wave,0.5,0.899,4,-4.066,1,0.0736,4.84e-05,0.000198,0.0794,0.566,130.06,229107
Bad Medicine,2,1/1/2010,rock,permanent wave,0.53,0.979,9,-2.092,1,0.0368,0.0231,0,0.0797,0.845,118.652,316520
The Feast and The Famine,54,9/11/2014,rock,permanent wave,0.332,0.906,11,-4.683,0,0.105,5.58e-05,0.000304,0.129,0.497,173.639,229560
Something from Nothing,59,9/11/2014,rock,permanent wave,0.228,0.856,2,-5.296,1,0.0541,0.000124,5.66e-05,0.285,0.427,186.969,288453
I Am A River,53,9/11/2014,rock,permanent wave,0.201,0.624,4,-5.59,1,0.0328,0.00196,0.0195,0.228,0.127,165.937,428520
These Days,64,12/4/2011,rock,permanent wave,0.532,0.664,2,-4.428,1,0.0304,0.000261,0,0.205,0.215,135.306,298267
Walk,68,12/4/2011,rock,permanent wave,0.231,0.866,9,-5.131,1,0.0517,3.62e-05,0.000552,0.29,0.191,138.311,255960
Long Road To Ruin,58,25/9/2007,rock,permanent wave,0.401,0.888,0,-3.793,1,0.0401,0.000367,0,0.12,0.365,146.781,224880
Walking After You - Live,1,7/11/2006,rock,permanent wave,0.562,0.58,4,-5.515,1,0.025,0.117,0.00134,0.96,0.279,99.369,318693
Big Me - Live,1,7/11/2006,rock,permanent wave,0.382,0.483,0,-7.257,1,0.0289,0.587,0,0.985,0.346,107.343,181827
Move Along,57,1/1/2005,rock,permanent wave,0.526,0.92,3,-3.866,1,0.0472,0.000124,0,0.371,0.615,109.86,238880
Dirty Little Secret,62,1/1/2005,rock,permanent wave,0.469,0.955,10,-4.253,1,0.0432,0.000343,1.35e-06,0.548,0.462,143.853,193653
Money For Nothing,19,13/5/1985,rock,permanent wave,0.666,0.667,2,-9.305,0,0.0371,0.043,5e-04,0.074,0.679,134.219,510933
Gives You Hell,8,1/1/2008,rock,permanent wave,0.718,0.691,4,-6.44,1,0.0387,0.0159,0,0.0627,0.552,100.008,213107
Walk Of Life,26,13/5/1985,rock,permanent wave,0.461,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.435,249960
You Shook Me All Night Long,72,24/5/1986,rock,permanent wave,0.529,0.768,7,-5.51,1,0.0566,0.00224,0.000685,0.297,0.769,127.316,210880
Bliss,52,1/5/1980,rock,permanent wave,0.446,0.614,6,-9.82,0,0.0379,0.203,0.0115,0.361,0.779,132.05,299853
Cheap Wine - 2011 Remastered,0,1/1/2013,rock,permanent wave,0.681,0.893,0,-3.519,1,0.037,0.178,0,0.213,0.815,123.651,205132
Island In The Sun,10,25/2/2003,rock,permanent wave,0.647,0.805,4,-6.269,0,0.0279,0.00789,0.00211,0.168,0.707,114.638,200667
Be Mine Tonight,48,1/5/1979,rock,permanent wave,0.548,0.699,4,-10.701,1,0.0285,0.00313,0.0994,0.0953,0.718,121.303,367747
El Scorcho,0,24/9/1996,rock,permanent wave,0.466,0.709,1,-4.332,1,0.0658,0.0576,0,0.096,0.69,147.845,243667
Sultans Of Swing,25,7/10/1978,rock,permanent wave,0.731,0.797,5,-9.992,1,0.0309,0.0771,0.0248,0.334,0.933,148.192,348624
Romeo And Juliet,22,17/10/1980,rock,permanent wave,0.613,0.441,5,-11.999,1,0.0309,0.546,0.0132,0.0869,0.525,87.573,360667
Why Don't You Get A Job,8,16/11/1998,rock,permanent wave,0.767,0.876,5,-4.435,1,0.0757,0.0812,1.36e-06,0.337,0.595,107.915,172467
Glow,0,1/1/2003,rock,permanent wave,0.613,0.942,0,-3.268,1,0.0547,0.0299,0,0.246,0.802,144.044,197680
Adam's Song,7,1/1/1999,rock,permanent wave,0.518,0.789,0,-5.806,1,0.0367,0.0372,0,0.337,0.393,136.023,249754
Sex on Fire,64,23/9/2008,rock,permanent wave,0.542,0.905,9,-5.653,1,0.054,0.00172,0.0104,0.136,0.374,153.398,203347
Drive,74,26/10/1999,rock,permanent wave,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,232453
Notion,58,23/9/2008,rock,permanent wave,0.433,0.887,4,-5.111,1,0.047,0.00597,2.87e-05,0.119,0.426,142.968,180840
Waste A Moment,67,14/10/2016,rock,permanent wave,0.436,0.85,2,-4.86,1,0.0617,0.000861,0.74,0.128,0.537,152.644,183093
Trani,0,19/8/2003,rock,permanent wave,0.387,0.406,4,-8.29,1,0.0335,0.0115,0.0124,0.0674,0.132,155.467,300573
Coming Back Again,47,24/9/2013,rock,permanent wave,0.381,0.842,11,-5.89,1,0.062,0.000307,0.053,0.175,0.414,162.481,208867
WALLS,64,14/10/2016,rock,permanent wave,0.56,0.32,8,-14.34,1,0.0313,0.505,0.472,0.11,0.107,82.511,329667
Radioactive,59,19/10/2010,rock,permanent wave,0.408,0.925,5,-4.88,1,0.0533,0.00877,0.000454,0.12,0.361,126.405,206187
I Want You,56,23/9/2008,rock,permanent wave,0.705,0.643,7,-6.556,1,0.0276,0.115,0.000763,0.111,0.384,99.198,307453
Be Somebody,52,23/9/2008,rock,permanent wave,0.487,0.835,2,-6.44,1,0.0588,0.0274,0.00754,0.211,0.311,133.907,227147
When I Come Around,75,1/2/1994,rock,permanent wave,0.531,0.909,11,-4.236,1,0.034,0.0175,0,0.231,0.814,97.546,178000
Pretty Fly (For a White Guy),9,17/11/1998,rock,permanent wave,0.72,0.898,11,-3.701,0,0.0997,0.0962,0,0.0675,0.964,143.431,188107
Song 2,64,23/10/2000,rock,permanent wave,0.658,0.709,8,-6.736,1,0.0904,0.00188,0.00447,0.0657,0.855,129.699,121880
When You Were Young,2,1/1/2013,rock,permanent wave,0.442,0.973,8,-3.059,0,0.146,0.000328,0.0397,0.312,0.258,130.458,220413
Butterfly,31,24/9/1996,rock,permanent wave,0.574,0.194,6,-15.35,1,0.032,0.749,0,0.143,0.57,127.731,175267
You And Me,19,1/1/2005,rock,permanent wave,0.461,0.446,7,-7.703,1,0.0267,0.1,0,0.169,0.375,139.868,195493
Hey There Delilah,6,2005,rock,permanent wave,0.658,0.296,2,-10.584,1,0.0293,0.872,0,0.114,0.311,103.975,232813
I Want You To Want Me - Soundtrack,3,1999,rock,permanent wave,0.273,0.84,0,-3.497,1,0.133,0.0238,9.21e-06,0.0707,0.656,208.527,205907
She Hates Me,21,1/1/2002,rock,permanent wave,0.577,0.751,4,-5.319,1,0.0337,0.0085,0,0.775,0.595,110.167,216760
Wheels,62,3/11/2009,rock,permanent wave,0.426,0.792,9,-4.709,1,0.0374,0.000495,5.1e-06,0.142,0.557,161.994,278213
Losing My Religion,23,1/1/1991,rock,permanent wave,0.672,0.841,9,-5.992,0,0.0285,0.0767,0,0.135,0.82,125.437,267733
Last Kiss,0,2004,rock,permanent wave,0.618,0.741,7,-5.18,1,0.0277,0.336,0,0.103,0.722,112.029,196667
April Sun In Cuba,13,1/1/2006,rock,permanent wave,0.743,0.779,1,-6.076,1,0.0325,0.232,2.07e-06,0.058,0.749,118.746,227373
Free Fallin',65,1/1/1989,rock,permanent wave,0.617,0.435,5,-13.547,1,0.0256,0.178,0,0.0822,0.601,84.382,256667
Born in the U.S.A.,75,4/6/1984,rock,permanent wave,0.398,0.952,4,-6.042,1,0.061,0.000373,7.75e-05,0.1,0.584,122.093,278680
Mr. Brightside,77,15/6/2004,rock,permanent wave,0.356,0.924,1,-3.74,1,0.0808,0.00101,0,0.0953,0.232,148.017,222587
Hey There Delilah,13,2006,rock,permanent wave,0.527,0.452,2,-7.844,1,0.0293,0.819,0,0.102,0.311,103.851,233200
Heroes - 1999 Remaster,24,14/10/1977,rock,permanent wave,0.478,0.774,7,-6.977,1,0.0292,0.000265,0.585,0.191,0.429,112.577,370373
Hear You Me,2,2001,rock,permanent wave,0.482,0.556,4,-6.33,1,0.0276,0.00976,0.0361,0.214,0.116,135.952,282960
Scentless Apprentice,0,21/9/1993,rock,permanent wave,0.32,0.833,1,-8.498,1,0.0478,1.4e-06,0.123,0.14,0.573,169.226,228053
Verona,2,1/1/2003,rock,permanent wave,0.541,0.909,9,-4.001,1,0.0426,0.00142,1.13e-06,0.165,0.891,175.863,166400
Buddy Holly,8,10/5/1994,rock,permanent wave,0.536,0.932,8,-4.11,1,0.0436,0.00483,2.02e-05,0.105,0.755,121.004,159587
Fast Times in Tahoe,1,1/1/2003,rock,permanent wave,0.438,0.697,1,-5.72,1,0.0432,0.00325,0,0.118,0.344,176.017,187246
We Share The Same Skies,43,6/9/2009,rock,permanent wave,0.327,0.931,8,-2.738,0,0.0478,0.00039,0.0214,0.123,0.578,147.368,195200
By the Way,74,9/7/2002,rock,permanent wave,0.451,0.97,0,-4.938,1,0.107,0.0264,0.00355,0.102,0.198,122.444,216933
First Of The Gang To Die - Remastered,1,1/1/2008,rock,permanent wave,0.532,0.916,11,-4.24,1,0.0371,0.011,0,0.285,0.84,134.316,217853
Just Like Heaven,70,1/1/1987,rock,permanent wave,0.437,0.94,9,-6.946,1,0.0426,0.0524,0.000573,0.222,0.48,151.417,212013
Love Will Tear Us Apart,71,20/3/2008,rock,permanent wave,0.443,0.956,2,-6.198,1,0.0511,5.24e-05,0.825,0.135,0.909,146.754,206867
Kingdom Of Rust,48,1/1/2009,rock,permanent wave,0.448,0.667,7,-9.216,0,0.0306,0.0208,0.744,0.0812,0.44,105.126,311520
Obstacle 1,51,2002,rock,permanent wave,0.381,0.941,5,-4.91,1,0.0624,5.08e-05,0.523,0.0708,0.382,120.533,251333
Plastic Machinery,32,26/5/2017,rock,permanent wave,0.441,0.912,9,-3.041,0,0.0407,3.54e-05,6.51e-05,0.298,0.357,121.99,223320
This Picture,59,24/3/2003,rock,permanent wave,0.462,0.91,1,-7.198,1,0.0359,8.58e-05,0.0469,0.0863,0.616,155.69,214907
Motorcycle Emptiness,60,28/10/2002,rock,permanent wave,0.522,0.799,4,-3.641,1,0.0301,8.38e-06,0.0659,0.174,0.196,112.448,305707
There Are Too Many Of Us,38,24/4/2015,rock,permanent wave,0.716,0.631,4,-5.274,0,0.0259,0.067,0.427,0.115,0.754,110.027,265494
Smokers Outside the Hospital Doors,56,2007,rock,permanent wave,0.528,0.677,7,-3.792,1,0.0365,4.61e-05,0.0826,0.116,0.548,122.993,297640
All the Rage Back Home,50,8/9/2014,rock,permanent wave,0.293,0.91,7,-5.752,1,0.0586,4.12e-05,0.555,0.278,0.35,84.491,262427
Men's Needs,51,12/5/2007,rock,permanent wave,0.548,0.94,1,-2.274,0,0.0472,0.000106,6.44e-05,0.0696,0.783,121.994,195698
Walk Away,1,3/10/2005,rock,permanent wave,0.587,0.834,2,-4.514,1,0.0348,0.141,1.2e-06,0.194,0.539,124.103,216333
Seven - Remastered,45,10/5/1994,rock,permanent wave,0.264,0.964,5,-5.433,1,0.0867,0.000174,0.0038,0.194,0.306,140.202,286400
Munich,61,2005,rock,permanent wave,0.175,0.875,7,-4.383,0,0.0527,0.000551,0.0347,0.324,0.394,149.366,226427
An End Has a Start,53,2007,rock,permanent wave,0.351,0.923,6,-2.435,0,0.0537,2.03e-05,0.116,0.337,0.543,149.915,225533
The Rover,58,24/8/2018,rock,permanent wave,0.189,0.893,7,-3.107,1,0.0445,3.64e-05,0.539,0.183,0.599,198.468,217693
Rest My Chemistry,65,10/7/2007,rock,permanent wave,0.47,0.878,11,-5.576,0,0.0377,0.0185,0.0839,0.276,0.423,150.093,301093
Evil,47,23/8/2005,rock,permanent wave,0.491,0.747,5,-3.517,1,0.0384,0.00152,0.483,0.0739,0.603,128.997,215827
Slow Hands,38,23/8/2005,rock,permanent wave,0.247,0.975,11,-2.52,0,0.0522,0.000368,0.645,0.36,0.702,141.916,184133
Stand Inside Your Love,49,1/1/2000,rock,permanent wave,0.271,0.759,6,-7.419,1,0.0327,3.37e-06,0.842,0.335,0.381,136.081,254493
Aviation,53,2/12/2016,rock,permanent wave,0.356,0.915,0,-7.187,1,0.0862,7.89e-05,0.000857,0.177,0.487,172.978,223915
Girls and Boys,68,23/10/2000,rock,permanent wave,0.693,0.875,7,-8.354,0,0.0315,0.00971,0,0.0601,0.901,120.048,259387
Factory of Faith,52,29/8/2011,rock,permanent wave,0.684,0.854,2,-2.802,0,0.0334,0.00145,0.000105,0.0913,0.706,141.409,259947
What You Know,71,7/2/2010,rock,permanent wave,0.55,0.753,6,-4.003,0,0.0407,0.000665,7.74e-06,0.0921,0.841,139.048,189693
Club Foot,50,2004,rock,permanent wave,0.426,0.916,0,-6.861,1,0.0638,0.0224,1.37e-05,0.093,0.112,102.297,215360
When The Sun Goes Down,71,29/1/2006,rock,permanent wave,0.348,0.875,11,-4.758,0,0.199,0.0341,0,0.117,0.407,169.152,202133
Somebody Told Me,69,7/6/2004,rock,permanent wave,0.51,0.981,10,-3.191,0,0.0901,7.76e-05,0.00142,0.111,0.723,138.039,197160
A-Punk,69,27/1/2008,rock,permanent wave,0.551,0.821,2,-4.489,1,0.0539,0.0102,0.0438,0.153,0.842,174.923,137760
My Number,70,11/2/2013,rock,permanent wave,0.639,0.744,6,-8.377,0,0.0368,0.0319,0.000458,0.466,0.825,128.047,240533
Debaser,63,17/4/1989,rock,permanent wave,0.487,0.885,5,-12.005,1,0.0427,0.000397,0.347,0.0973,0.579,135.516,173173
Go With The Flow,65,1/1/2002,rock,permanent wave,0.246,0.991,9,-3.903,1,0.087,0.00944,0.0753,0.867,0.415,159.39,187147
Black Star,52,28/3/1995,rock,permanent wave,0.288,0.555,7,-7.431,1,0.0401,0.00312,0.0513,0.27,0.307,158.699,247040
A Design for Life - Remastered,56,20/5/1996,rock,permanent wave,0.184,0.841,0,-4.723,1,0.0468,0.000827,4.34e-05,0.0422,0.348,88.225,257640
Live Forever,57,29/8/1994,rock,permanent wave,0.335,0.776,9,-5.32,0,0.0325,9.27e-06,9.51e-06,0.369,0.219,90.59,276867
Champagne Supernova - Remastered,66,2/10/1995,rock,permanent wave,0.294,0.825,2,-3.771,1,0.0404,0.465,0.0841,0.354,0.122,150.338,451320
Everyday Is Like Sunday - 2011 Remaster,60,1988,rock,permanent wave,0.6,0.869,0,-5.126,1,0.0302,0.00345,0.441,0.311,0.56,117.064,215267
My Favourite Game,63,1/1/1998,rock,permanent wave,0.586,0.777,5,-6.185,0,0.0303,4.78e-05,0.00147,0.0729,0.424,143.339,220468
Ruby,62,26/2/2007,rock,permanent wave,0.443,0.934,5,-3.398,0,0.0501,0.00604,6.66e-06,0.0779,0.401,93.43,202800
Hate To Say I Told You So,14,2000,rock,permanent wave,0.447,0.9,5,-6.741,1,0.0578,0.00114,0.00596,0.47,0.39,135.861,199733
Seven Nation Army,58,1/4/2003,rock,permanent wave,0.753,0.457,0,-7.709,1,0.0767,0.00679,0.484,0.311,0.297,123.913,231800
The Passenger,45,1/1/1977,rock,permanent wave,0.5,0.846,0,-8.098,1,0.0457,0.0797,0,0.241,0.738,134.937,284067
Brass in Pocket - 2006 Remaster,65,11/1/1980,rock,permanent wave,0.751,0.703,9,-5.687,1,0.0287,0.368,0.00123,0.196,0.907,97.931,185960
Call Me,69,1/1/1999,rock,permanent wave,0.56,0.825,2,-6.711,0,0.0347,0.000785,0.00246,0.0892,0.74,142.669,212600
Pale Blue Eyes,66,1969,rock,permanent wave,0.637,0.107,5,-18.759,1,0.0349,0.911,0.00146,0.103,0.296,82.879,339533
Enjoy the Silence - Single Mix,65,1990,rock,permanent wave,0.641,0.812,0,-7.945,0,0.0293,0.155,4.43e-05,0.078,0.822,112.777,257333
Like a Stone,45,2002,rock,permanent wave,0.614,0.568,7,-5.477,0,0.0276,0.00797,0,0.0997,0.516,107.849,293960
Stupid Girl,47,1995,rock,permanent wave,0.634,0.756,1,-4.81,0,0.0332,0.00251,0.000441,0.0427,0.661,119.948,258533
Are You Gonna Be My Girl,74,15/9/2003,rock,permanent wave,0.613,0.953,2,-3.435,1,0.0855,0.00148,0.000582,0.152,0.537,105.046,213800
Do You Want To,55,3/10/2005,rock,permanent wave,0.412,0.944,0,-2.896,1,0.0448,0.0724,0.000493,0.801,0.79,123.091,215000
Make It Wit Chu,64,1/1/2007,rock,permanent wave,0.708,0.828,9,-5.286,1,0.0286,0.413,0.000104,0.12,0.505,91.979,290493
I Sat By The Ocean,66,3/6/2013,rock,permanent wave,0.516,0.781,8,-4.004,0,0.0364,0.00136,0.000735,0.11,0.897,116.793,235587
Pressure,69,9/11/2018,rock,permanent wave,0.622,0.842,11,-3.678,0,0.0609,0.00342,0.00014,0.0575,0.724,136.041,235600
Do I Wanna Know?,82,9/9/2013,rock,permanent wave,0.548,0.532,5,-7.596,1,0.0323,0.186,0.000263,0.217,0.405,85.03,272394
You're In The Army Now - Status Quo In Concert,32,1/1/2010,rock,permanent wave,0.441,0.654,4,-9.363,0,0.0334,0.167,0.000149,0.837,0.645,209.257,249547
Boys Don't Cry,73,11/5/1979,rock,permanent wave,0.462,0.836,11,-5.766,0,0.0621,0.00517,0,0.18,0.671,168.766,155973
If You Leave - Remastered 2019,49,4/10/2019,rock,permanent wave,0.628,0.868,0,-4.924,1,0.0334,0.0686,0.0805,0.212,0.863,120.197,269800
Tainted Love,74,1981,rock,permanent wave,0.5,0.501,0,-8.284,0,0.0376,0.462,0,0.26,0.623,144.438,153800
Love My Way,64,1982,rock,permanent wave,0.637,0.85,0,-5.054,1,0.0351,0.0048,0.000179,0.152,0.52,126.106,213973
